cast,revenue,castPower
Julio_Wizuete,179065.59,179065.59
Elsa_Zabala,196885.18,196885.18
Demi_Moore,1180555.82 621810.61 115500.37 6494.51 2173462.73 1557345.09,942528.19
Vincent_Schiavelli,18862465.72 234055.92 858848.19 2360420.37 28620576.74 414292.9,8558443.31
Gail_Boggs,19947825.39,19947825.39
Rick_Aviles,28870643.21 1498939.51,15184791.36
Vivian_Bonnell,40241405.59,40241405.59
Armelia_McQueen,60661941.24,60661941.24
Angelina_Estrada,63054580.04,63054580.04
Augie_Blunt,66320061.65,66320061.65
Phil_Leeds,76842906.41 1278321.56 5328646.75,27816624.91
Alma_Beltran,96412384.09,96412384.09
Nick_Cannon,106549.92 8524079.28 191758.01,2940795.74
Zoe_Saldana,265024.17 243278.37 487053.61 281789.89 20055.69 2175808.5 697373.14 606634.08 285072.37 180740.24 5050863.25 2428456.49 2789225.79,1193182.74
Orlando_Jones,708920.23 2237503.18 1710642.48 1906944.53 802912.12,1473384.51
Leonard_Roberts,808552.46,808552.46
GQ,1730826.67,1730826.67
Earl_Poitier,2655256.42,2655256.42
Jason_Weaver,2814983.86 20819873.76 707666.51,8114174.71
Candace_Carey,3302061.79,3302061.79
Shay_Roundtree,3358714.1,3358714.1
Miguel_A._Gaetan,4608866.82,4608866.82
J._Anthony_Brown,5368745.74,5368745.74
Afemo_Omilami,6737672.54 31685.3 6957198.26,4575518.7
Tyreese_Burnett,7197056.12,7197056.12
Brandon_Hirsch,8103440.55 6925.31,4055182.93
Angela_Elayne_Gibbs,9821813.61,9821813.61
Tupac_Amaru_Shakur,181811.44 4403806.07,2292808.76
Lela_Rochon,191577.55 508417.94 17879.62 5492516.15 481597.15,1338397.68
Terrence_'T.C.'_Carson,2270197.58 35173929.19 1169593.67,12871240.15
Lea_Michele,25840.37 222808.9,124324.63
Hugh_Dancy,268143.12 69458.51,168800.82
Tom_Kenny,944700.29 1068306.16 9972109.22 10458.71 26008447.26 1288474.8 19705554.83 6461421.75,8182434.13
Megan_Hilty,1451380.85 474237.5,962809.18
Martin_Short,5379298.25 2054941.77 774717.93 2104834.5 1570261.35 1631678.8 6069224.31 4965.84,2448740.34
Bernadette_Peters,7770384.06 6291163.6 1264399.79,5108649.15
Nanami_Sakuraba,1893.32,1893.32
Sumiko_Fuji,2585.83,2585.83
Ayumu_Saitô,3195.86,3195.86
Riisa_Naka,19808.68,19808.68
Ryunosuke_Kamiki,51791.95,51791.95
Dylan_McDermott,880597.21 561464.73 28778.8 2824081.37 1593846.14,1177753.65
Geraldine_Chaplin,1607370.94 23706.7 153416.8 48262.2 2015357.35 5757824.8 170431.72,1396624.36
David_Strathairn,4580613.05 8108.3 4160442.85 3070.37 1329662.61 368504.23 974316.26,1632102.52
Cynthia_Stevenson,6499825.03 783209.84 93853.73 145821.11 14023.98,1507346.74
George_Hamilton,39824.38 1060850.7,550337.54
Susan_Saint_James,75159.12,75159.12
Richard_Benjamin,89035.71 315025.26 179043.91 1521753.47,526214.59
Dick_Shawn,127724.31,127724.31
Arte_Johnson,138281.57,138281.57
Sherman_Hemsley,145006.63,145006.63
Isabel_Sanford,152307.9 821751.23,487029.57
Barry_Gordon,186326.49,186326.49
Ronnie_Schell,322466.15,322466.15
Stanley_Brock,329421.55 2154889.22 2371868.5,1618726.42
Bryan_O'Byrne,358980.81,358980.81
Michael_Pataki,495588.69 157522.42 7297.89,220136.33
Hazel_Shermet,569066.73,569066.73
Danny_Dayton,634477.79 21094.41 35058.56,230210.25
Robert_Ellenstein,740307.69 23611.21 11822705.16,4195541.35
David_Ketchum,760549.2,760549.2
Lidia_Kristen,1136754.38,1136754.38
Eric_Laneuville,1149875.75,1149875.75
Susan_Tolsky,1184621.85,1184621.85
Paul_Barselou,1334536.88 1057515.91,1196026.4
Jacque_Lynn_Colton,1400018.92,1400018.92
Charlie_Dell,1633495.09 5495152.79 818176.62,2648941.5
John_Dennis,1816274.68 242579.18,1029426.93
Kay_Dingle,1851262.16,1851262.16
David_Landsberg,2434134.3,2434134.3
Ralph_Manza,2538743.76 18296103.16,10417423.46
Debbie_Javor,2707047.64,2707047.64
Jerold_Pearson,2868555.83,2868555.83
Merrie_Lynn_Ross,3487473.68,3487473.68
Basil_Hoffman,3648399.49 252085.49 1279113.92 357097.12 2361980.18,1579735.24
Jimmy_Williams,6125646.38 1787905.0,3956775.69
Josh_Zuckerman,76010.16,76010.16
Amanda_Crew,224177.2 53197.16 5212836.24 111429.78 2088972.43 343755.89,1339061.45
Alice_Greczyn,655787.28 1095727.31,875757.3
Katrina_Bowden,1203854.54 3197594.7 202705.99,1534718.41
Mark_L._Young,1397599.15 1775308.56,1586453.85
Charlie_McDermott,3211770.47,3211770.47
Andrea_Anders,4453834.16 14326196.15,9390015.16
Shelly_Frasier,6212928.16,6212928.16
Tim_Bagley,1289248.17 5489143.76 5265094.93,4014495.62
Johnny_Williams,2485289.74,2485289.74
Peter_Riegert,2972794.51 639084.55,1805939.53
Peter_Greene,11164429.78 11828467.86,11496448.82
Amy_Yasbeck,13335944.2 1321661.11,7328802.65
Richard_Jeni,13778539.42,13778539.42
Orestes_Matacena,16293001.79,16293001.79
Anne_Fletcher,25170652.93 309591.75 366435.98 1336674.11 128871.97,5462445.35
Jim_Doughan,34847770.26 2516768.46,18682269.36
Denis_Forest,41453575.65,41453575.65
Jeremy_Roberts,73295836.05 11865007.26 5392240.93 127285.61 5552071.34,19246488.24
Ben_Stein,85192529.65 17715656.13 8705350.66,37204512.15
Bruno_Ganz,6240.53 37227.7 1033226.03 2061.29 587304.08 105213.35 2342913.33,587740.9
Alexandra_Maria_Lara,28954.71 284548.87,156751.79
Corinna_Harfouch,37903.81,37903.81
Ulrich_Matthes,47616.87 11251.09,29433.98
Juliane_Köhler,58636.55,58636.55
Heino_Ferch,126880.35 736533.91,431707.13
Christian_Berkel,172564.68 276585.56,224575.12
Thomas_Kretschmann,186349.48 587399.03 7099040.25 1742076.08 19918743.34 1487579.86 29055984.49 1564450.61 542526.47 4264898.55,6644904.82
Ulrich_Noethen,262491.31 18037.96,140264.64
Birgit_Minichmayr,329385.22,329385.22
Rolf_Kanies,341095.38,341095.38
Justus_von_Dohnányi,471243.39 5896.11 348920.91,275353.47
Michael_Mendl,475730.4,475730.4
Christian_Redl,584342.55,584342.55
Götz_Otto,584528.77 46988.17 2029110.52 4612963.88,1818397.83
Thomas_Limpinsel,617397.54,617397.54
Thomas_Thieme,675916.16 567228.39,621572.28
Donevan_Gunia,718694.23,718694.23
Matthias_Habich,773193.67,773193.67
Alexander_Held,778575.8 390631.54,584603.67
Devid_Striesow,798965.62 216983.74,507974.68
Dieter_Mann,892618.65,892618.65
Bettina_Redlich,908971.13,908971.13
Heinrich_Schmieder,956936.99,956936.99
Anna_Thalbach,1006539.38 78396.64,542468.01
Dietrich_Hollinderbäumer,1027749.64,1027749.64
Ulrike_Krumbiegel,1062169.24,1062169.24
Karl_Kranzkowski,1096408.63,1096408.63
Thorsten_Krohn,1110559.72,1110559.72
Jürgen_Tonkel,1122093.57,1122093.57
Fabian_Busch,1126530.96 287553.03,707041.99
Christian_Hoening,1159484.34,1159484.34
Dirk_Borchardt,1172237.02,1172237.02
Elizaveta_Boyarskaya,1231899.47 217999.23 304901.7,584933.47
Michael_Brandner,1295008.62,1295008.62
Igor_Bubenchikov,1310159.01,1310159.01
Martin_Butzke,1324323.27,1324323.27
Dmitriy_Bykovskiy-Romashov,1348041.89,1348041.89
Mathias_Gnädinger,1409564.02,1409564.02
Bohdan_Graczyk,1445306.54,1445306.54
Norbert_Heckner,1589387.12,1589387.12
Enno_Hesse,1750528.57,1750528.57
Julia_Jentsch,1850487.8,1850487.8
Michael_Kind,1851375.27,1851375.27
Elisabeth_von_Koch,1941112.27,1941112.27
Konstantin_Lukashov,1969718.78 65216.82,1017467.8
Stefan_Mehren,1988198.73,1988198.73
Katerina_Poladjan,2089146.92,2089146.92
Oleg_Popov,2459111.9,2459111.9
Tanja_Schleiff,2487518.92,2487518.92
Christian_Schmidt,2574583.57,2574583.57
August_Schmölzer,2718771.96,2718771.96
Jurij_Schrader,2793423.72,2793423.72
Maria_Semenova,2988233.84,2988233.84
Igor_Sergeev,3044116.79,3044116.79
Klaus-Jürgen_Steinmann,3109845.02,3109845.02
Oliver_Stritzel,3355046.5,3355046.5
Veit_Stübner,3738427.88,3738427.88
Vsevolod_Tsurilo,4685231.1,4685231.1
Henning_Peker,6043216.47,6043216.47
Dieter_Rupp,6543986.16,6543986.16
Vinnie_Jones,232552.74 114599.12 297163.06 5919176.65 693927.72 48914.02 26209.52 13293502.03,2578255.61
Drea_de_Matteo,245967.75 2822.34 439120.72,229303.6
Rudolf_Martin,289111.26 326436.69,307773.97
Zach_Grenier,289671.63 5075939.84 2282541.23 4946914.86 8106953.42 1547221.69 194390.31 5429686.21,3484164.9
Camryn_Grimes,514047.37,514047.37
Angelo_Pagan,548856.2,548856.2
Chic_Daniel,596347.12,596347.12
Kirk_B.R._Woller,603222.3,603222.3
Carmen_Argenziano,609355.88 5399003.69 358635.18 3620930.05 2900570.56,2577699.07
Tim_DeKay,1109006.07 9747758.54,5428382.3
Laura_Lane,1157132.22,1157132.22
Tait_Ruppert,1344987.56 8914504.93,5129746.25
Craig_Braun,1426042.49,1426042.49
Ilia_Volok,1494198.0 153273.33 8264646.72 10751594.96 4278648.07,4988472.22
Jonathan_Fraser,1516660.98,1516660.98
Shawn_Woods,1546468.56,1546468.56
Leo_Lee,1814643.8 516171.19,1165407.5
Marina_Black,1863165.43,1863165.43
Kerry_Kletter,1883719.04,1883719.04
Ryan_Wulff,1890166.0,1890166.0
Ann_Travolta,2056714.27,2056714.27
Dana_Hee,2144273.7 2951400.97,2547837.33
Denney_Pierce,2242254.42 1687036.52,1964645.47
Jeff_Ramsey,2321407.33,2321407.33
Joey_Box,2433222.31,2433222.31
Debbie_Evans,2489398.13,2489398.13
Sam_Travolta,2607419.29,2607419.29
Tim_Storms,2844622.7,2844622.7
Jason_Christopher,3245799.09,3245799.09
Jonathan_Pessin,3282411.94,3282411.94
Scott_Burkholder,3311789.28 7616885.77 1973.09 96838.12,2756871.56
Mark_Soper,3408835.58,3408835.58
Craig_Lally,3485863.59,3485863.59
Rusty_McClennon,3734563.46,3734563.46
Mark_Riccardi,3948712.0,3948712.0
Debbie_Entin,4440454.66,4440454.66
Natalia_Sokolova,5196874.8,5196874.8
Anika_Poitier,5401416.06,5401416.06
Richard_Householder,5845934.26,5845934.26
Michael_Arias,6799614.44,6799614.44
Brenda_Eimers,7592038.14,7592038.14
Timothy_Omundson,7933323.77,7933323.77
Astrid_Veillon,10402049.41,10402049.41
Dean_Rader_Duval,13381641.85 5989843.95 37442905.34,18938130.38
Peter_Ustinov,126694.23 23045.43 650757.42 319751.8 559820.22 681655.28 22586.3,340615.81
Mia_Farrow,136679.89 74545.17 27061.09 349714.39 13773.12 167498.75,128212.07
Simon_MacCorkindale,162976.49 99654.18,131315.33
Lois_Chiles,173941.14,173941.14
Angela_Lansbury,238269.7 2154882.31 138131.31 3354177.8 31402.47 77797.42,999110.17
Bette_Davis,261192.7 90.3,130641.5
Jane_Birkin,408574.39,408574.39
David_Niven,481857.59 143034.4 479761.03 26558.63 24320.83 23369.62 13146.87 108226.91,162534.49
Jon_Finch,533686.08,533686.08
Olivia_Hussey,623793.65 149369.06,386581.35
Maggie_Smith,708376.41 741082.14 2955990.98 2922488.48 24322.85 3194414.1 311964.51,1551234.21
Jack_Warden,882663.23 2184953.21 51252.41 8751.55 783744.23,782272.93
I.S._Johar,1126905.13,1126905.13
Harry_Andrews,1509678.84 310084.96 485441.11,768401.64
Sam_Wanamaker,1717883.73 204628.4,961256.06
Saeed_Jaffrey,2783406.02 6191.59 112611.67,967403.09
Richard_Anconina,4499.4 1567.5,3033.45
José_Garcia,8452.97 7627366.36 27635.42 778565.85,2110505.15
Gad_Elmaleh,21754.1 3275734.63 42124309.81 899105.67,11580226.05
Aure_Atika,66716.23 131042.35,98879.29
Elisa_Tovati,91249.69,91249.69
Enrico_Macias,120714.35,120714.35
Bruno_Solo,124669.77 173570.08,149119.92
Amira_Casar,143455.36 685227.91 33008.03,287230.43
Nicole_Calfan,167785.2 18478.32 0.03,62087.85
Daniel_Prévost,193276.14 51301.38,122288.76
Gilbert_Melki,202620.86 237779.59 234343.58,224914.68
Marc_Andréoni,210669.48,210669.48
Yvonne_Sciò,210674.37,210674.37
Isaac_Sharry,234262.3 1887551.23,1060906.76
Victor_Haïm,288497.44 891606.62,590052.03
Pierre-François_Martin-Laval,313954.28,313954.28
Gladys_Cohen,366716.75 523498.52,445107.64
Lucien_Layani,372055.89,372055.89
Tony_D'Amario,441508.72 2565989.27 70583.5,1026027.16
Sabrina_Van_Tassel,446573.0 266373.84,356473.42
Serge_Malik,497634.37 962456.27,730045.32
Christophe_Le_Masne,517278.82 908864.86,713071.84
Christian_Bujeau,572961.42,572961.42
Manu_Layotte,583281.02 1272022.67,927651.84
Dominique_Pozzetto,583701.42,583701.42
Jeupeu,677961.45,677961.45
Isabelle_Doval,740572.87,740572.87
Cathy_Guetta,773292.24,773292.24
Nitsa_Benchetrit,778986.4,778986.4
Ilona_Hattab,803146.21,803146.21
Marc_Samuel,841428.69,841428.69
Marie-Christine_Adam,848830.27,848830.27
Kim_Teboul,854511.49,854511.49
Vonny_Teboul,859637.77,859637.77
Réjane_Teboul,874676.4,874676.4
Jean-Baptiste_Iera,891056.36,891056.36
Jean-Yves_Freyburger,956596.08,956596.08
Jordane_Salemi,999285.07,999285.07
Sarah_Partouche,1022128.75,1022128.75
Eric_Munz,1115467.22 1319646.18,1217556.7
Dany_Loy,1213087.65,1213087.65
Jacques_Boko,1306525.22,1306525.22
Jo_Rodriguez,1325204.69,1325204.69
Thomas_Daix,1392831.35,1392831.35
Benoît_Dupac,1473752.19,1473752.19
Bernard_Bolzinger,1484844.84 414531.26,949688.05
Laurent_Gérard,1629030.72,1629030.72
Amar_Attia,1826138.02,1826138.02
Thierry_Pietra,2045007.1,2045007.1
Géraldine_Adams,2074454.82,2074454.82
Alain_Damis,2092993.53,2092993.53
Sabine_Bail,2101567.19,2101567.19
Diana_Jones,2912022.04,2912022.04
Maury_Chaykin,51066.71 600663.72 82042.22 1267875.69 2637268.33 1384592.58 1016229.85 147746.73,898435.73
Patrick_Malahide,51342.41 23466490.52 1889317.38 28529334.19 3452963.64 2008977.28 42980043.45 197483.48 3479295.84,11783916.47
Rex_Linn,122093.99 8920247.64 2694766.87 1145.55 989512.38 8205024.28,3488798.45
Paul_Dillon,145680.82 2763812.25 1956355.98,1621949.68
Christopher_Masterson,193231.21 5909169.55 180310.53,2094237.1
Jimmie_F._Skaggs,210066.33,210066.33
Carl_Chase,239010.85 11488690.98,5863850.92
Angus_Wright,250848.66 2940926.58,1595887.62
Ken_Bones,275269.94 3046340.15,1660805.04
Mary_Peach,289793.67,289793.67
Thomas_Lockyer,292572.11,292572.11
Roger_Booth,296125.17,296125.17
George_Murcell,358590.93 91984.91,225287.92
Simon_Atherton,367129.13 4098959.58,2233044.35
Dickey_Beer,393397.42 15516908.06,7955152.74
Christopher_Halliday,426525.42,426525.42
Chris_Johnston,436498.74,436498.74
Nick_Bartlett,552087.01 4525278.73 56155500.33,20410955.36
David_Bailie,610686.82 554724.52 1884952.23 19959963.46,5752581.76
Kwame_Kwei-Armah,725755.83,725755.83
Ramon_Tikaram,827206.94,827206.94
Christopher_Adamson,899927.48 2193665.59 3753461.55 27869561.85 15658.06,6946454.91
Kevin_Heffernan,39143.84 349332.18 280026.25 1550981.71 120759.27,468048.65
Jay_Chandrasekhar,65027.52 229275.09 103877.54 1609189.43,501842.39
Paul_Soter,248445.17 399360.46 151860.21,266555.28
Erik_Stolhanske,258605.91 575668.58 80577.31,304950.6
Tanja_Reichert,315511.36,315511.36
Brittany_Daniel,379323.31 1684553.86,1031938.59
Jordan_Ladd,530490.76 8929346.65 337197.48,3265678.3
Nat_Faxon,649684.97 6332270.05 474903.0 700538.52,2039349.14
Julio_Bekhor,2140188.78,2140188.78
Karolina_Gruszka,30292.0,30292.0
Eddie_Garcia,617.62 1809335.63 6387435.47,2732462.91
Armida_Siguion-Reyna,1016.91,1016.91
Joey_Paras,1639.7,1639.7
Soxy_Topacio,1976.92,1976.92
Rez_Cortez,2712.76 342883.42,172798.09
Bibeth_Orteza,4545.07,4545.07
Beverly_Salviejo,5056.46,5056.46
Luz_Valdez,6972.19,6972.19
Gardo_Versoza,10121.37,10121.37
Rohan_Chand,278351.24 2622046.45,1450198.85
Beth_Grant,800216.12 18730226.72 2010.86 994590.79 5537753.48 30753.1 84877.64 249333.06 1337410.89 6250847.28 193647.17 824793.5 1836915.8,2836413.57
Greg_Cromer,2077944.3,2077944.3
Jason_Clarke,40517.81 6647.79 314523.66 4026943.14 417663.39 1321857.6 39644.5 3903380.91 16039169.99 386.22,2611073.5
Jake_Gyllenhaal,176377.05 36022.29 24775.03 102274.09 379006.0 215112.49 214713.59 9008.53,144661.13
Josh_Brolin,844258.63 191424.69 777045.17 203682.84 70989.09 1866833.13 8740.74 293669.01 165999.49 61814455.37 63972.38,6027370.05
Sam_Worthington,1933163.69 62306.57 4142.45 31795.88 10342.39 7278.64 4204229.64 287249.03 18207.68,728746.22
Robin_Wright,2007701.6 1063.8 275716.96 95358.8 865236.9 48138.55 9903.59 106930.36,426256.32
Clive_Standen,2301769.92 2.57,1150886.24
Mia_Goth,2618323.78,2618323.78
Michael_Kelly,2702306.29 260883.99 4663396.24 1665902.39 7300083.59 9257210.34,4308297.14
Martin_Henderson,2960718.53 406.43 15982905.23,6314676.73
Vanessa_Kirby,4641555.44 1011.53 1257008.72,1966525.23
Naoko_Mori,4768127.22 2278882.18,3523504.7
Mark_Derwin,4860242.88 286078.43 17692.75,1721338.02
Thomas_M._Wright,5244473.2,5244473.2
Ingvar_Eggert_Sigurðsson,5359788.81,5359788.81
Ang_Phula_Sherpa,5381798.55,5381798.55
Charlotte_Bøving,5411889.24 563060.41,2987474.83
Pemba_Sherpa,5422764.06,5422764.06
Amy_Shindler,5998400.47,5998400.47
Simon_Harrison,6040296.57 10820471.68,8430384.12
Chris_Reilly,6087619.76,6087619.76
Tim_Dantay,6478357.18,6478357.18
Todd_Boyce,6748476.4 10188447.63 217528.16 306970.37,4365355.64
Justin_Salinger,6954170.54,6954170.54
Stormur_Jón_Kormákur_Baltasarsson,7003784.95,7003784.95
Demetri_Goritsas,7685164.52 970931.27 19109088.4 1550928.51,7329028.17
Chike_Chan,7781940.35 1461606.55,4621773.45
Micah_A._Hauptman,9083207.03 1123395.76,5103301.39
Nancy_Baldwin,10885297.55 16598509.71 1885779.37,9789862.21
Lucy_Newman-Williams,12045308.16 58894.81,6052101.49
Vijay_Lama,12586550.83,12586550.83
Avin_Shah,27822741.58,27822741.58
Richard_Egan,8036.26,8036.26
Debra_Paget,36109.33 743610.17,389859.75
Elvis_Presley,191735.02,191735.02
Robert_Middleton,298472.29 138458.01,218465.15
William_Campbell,428866.45,428866.45
Neville_Brand,546037.26 6478.41,276257.84
Mildred_Dunnock,595033.7 255719.96,425376.83
Bruce_Bennett,605018.64 30267.93,317643.29
James_Drury,669136.34,669136.34
Russ_Conway,760364.96,760364.96
Ken_Clark,1033010.1,1033010.1
Barry_Coe,1048836.33,1048836.33
Dick_Sargent,1529302.95 112472.67,820887.81
Atsuko_Tanaka,3437.06,3437.06
Akio_Ohtsuka,15080.01,15080.01
Iemasa_Kayumi,17698.26 119931.1,68814.68
Kouichi_Yamadera,23651.84 10144.04,16897.94
Yutaka_Nakano,30076.83,30076.83
Tesshou_Genda,31573.06,31573.06
Naruki_Masahisa,38684.58,38684.58
Masato_Yamanouchi,47460.54,47460.54
Shinji_Ogawa,49508.03,49508.03
Mitsuru_Miyamoto,51503.21,51503.21
Kazuhiro_Yamaji,61580.69,61580.69
Shigeru_Chiba,70170.55 6289595.11,3179882.83
Hiroshi_Yanaka,85594.92,85594.92
Ginzô_Matsuo,88045.09,88045.09
Takashi_Matsuyama,103028.62,103028.62
Sanryô_Odaka,109977.79,109977.79
Masamichi_Satô,124242.58,124242.58
Atsuko_Hayashida,129858.96,129858.96
Yûji_Ueda,159701.35,159701.35
Toshiki_Kameyama,228062.16,228062.16
Atsushi_Goto,385367.97,385367.97
Maaya_Sakamoto,433409.89 1943488.01 9565497.76,3980798.55
Ayesha_Dharker,6474.42 2619264.27 11993090.35,4872943.01
K._Krishna,10952.95,10952.95
Vishwas,54830.18,54830.18
Sonu_Sisupal,67763.44,67763.44
Suzy_Amis,1124.34 141566.21,71345.27
Patricia_Clarkson,1642.47 509254.78 367497.58 140111.79 33425.82 1804713.56 2142720.43 1394831.53 51956.16,716239.35
Sinéad_Cusack,1918.05 254193.29 47460295.77,15905469.04
John_Bell,5838.31 22820684.52 1843898.95 10451515.03 36122617.83,14248910.93
Nicky_Bronson,5873.65,5873.65
Danny_Corkill,6211.81 1003403.67,504807.74
Angela_Goethals,7896.81,7896.81
Sara_Goethals,10682.22,10682.22
Emily_Poe,12194.13,12194.13
Sara_Rue,12429.14 1478852.8 33435.99,508239.31
George_Martin,13241.24 820943.53 22840652.0 1213378.19,6222053.74
Matt_Norklun,13406.04,13406.04
Robert_Compono,18403.32,18403.32
James_McDaniel,18531.87,18531.87
David_Hyde_Pierce,19451.89 40698.48 621321.84 9507668.18,2547285.1
Renée_Coleman,20373.52,20373.52
Robin_Williams,167063.13 1994463.82 306845.16 278831.58 12173.01 32926.88 4371954.09 253637.89 353023.62 2729593.5 95272.37 1044496.74 1.84 244153.5 4181.71 44843.69,745841.41
Joanna_'JoJo'_Levesque,575699.39,575699.39
Josh_Hutcherson,622732.51 765204.81 14509.27 655441.31 121125.27 5148.49 394458.9 601404.61,397503.15
Jeff_Daniels,919103.72 8108.8 715781.11 70998.02 244241.71 250177.34 1341663.41 997.56 646835.46 66322.41 29196.93 31200.98 74397.73 4730205.37,652087.9
Hunter_Parrish,2065370.21,2065370.21
Chloe_Sonnenfeld,2255200.1,2255200.1
Alex_Ferris,2256811.91 49366982.43 912156.32,17511983.55
Tony_Hale,2658536.0 3956868.74 6286.96 713285.85 1470613.19,1761118.15
Brian_Howe,3690695.53 2736481.99,3213588.76
Richard_Ian_Cox,3794025.61,3794025.61
Veronika_Sztopa,3902657.03,3902657.03
Brian_Markinson,4389308.18 5470656.9,4929982.54
Brendan_Fletcher,4814385.69 14751710.11 576535.73 647705.03,5197584.14
Malcolm_Scott,8586471.64 207237.25,4396854.45
Deborah_DeMille,8941302.62,8941302.62
Erika-Shaye_Gair,11102648.57,11102648.57
Rinko_Kikuchi,520084.86,520084.86
Kiko_Mizuhara,615842.52,615842.52
Reika_Kirishima,710405.44,710405.44
Eriko_Hatsune,778911.67,778911.67
Kenichi_Matsuyama,783604.88 802884.51 5932766.7,2506418.7
Tetsuji_Tamayama,897168.15 684916.46,791042.3
Tokio_Emoto_,1176336.68,1176336.68
Kengo_Kora,1510038.06 138864.51 56346.0,568416.19
Takao_Handa,1954036.06,1954036.06
Shigesato_Itoi,2067090.34,2067090.34
Haruomi_Hosono,2572333.86,2572333.86
Yukihiro_Takahashi,4050408.47,4050408.47
Melanie_Griffith,32.63 12575.08 90820.46 898037.7 31796.34 110511.4,190628.93
David_Andrews,140.03 7988608.57 140576.65 10807791.36 11429927.96 222683.53 4900830.82,5070079.85
Pamela_Gidley,264.37 621.63 19045.06 1146657.31,291647.09
Marshall_Bell,318.09 67345.98 598933.44 3696409.3 932599.49 3441154.81 2819149.67 932599.33 260418.2,1416547.59
"Harry_Carey,_Jr.",382.03 899746.28 178639.73 641487.35 3080284.18 5669.76 9466662.7,2038981.72
Laurence_Fishburne,508.83 317802.85 2645593.58 415204.18 42270.33 1913.62 153433.88 3146559.33 441493.67 3261297.94 1121019.32 252727.37 4652618.21 297008.33,1196389.39
Michael_C._Gwynne,589.82,589.82
Jeff_Levine,700.9,700.9
Jennifer_Mayo,766.47,766.47
Cameron_Milzer,790.95,790.95
Howard_Swain,1094.45,1094.45
Jack_Thibeau,1331.68 456223.54 5505895.94 2973968.18 669445.47 202052.21 1393883.61,1600400.09
Tim_Thomerson,1438.62 1293812.2 634186.12,643145.65
Robert_Z'Dar,2226.32,2226.32
Jennifer_Balgobin,2505.41 631867.65,317186.53
Kristen_Stewart,262.23 647089.09 212620.79 872464.15 6523167.24 1028.06 12793023.69 259723.35 38082.27,2371940.1
Robert_Longstreet,284.43 166545.72 26081.8,64303.98
Terry_Loughlin,742.79 3395395.85 6878445.31,3424861.32
Devon_Alan,1158.73,1158.73
Eddie_Rouse,1477.71 37864.92,19671.31
Patrice_Johnson,1920.22,1920.22
Charles_'Jester'_Poston,2036.93,2036.93
Mark_Darby_Robinson,2228.48,2228.48
Leigh_Hill,2427.18,2427.18
Alfred_M._Jackson,2767.75,2767.75
William_D._Turner,2993.2,2993.2
Michael_Bacall,3394.79 7183250.51 1783815.44,2990153.58
Shiri_Appleby,3447.72 214314.65 317126.77,178296.38
Carla_Bessey,3794.86,3794.86
Damian_Jewan_Lee,3948.95,3948.95
Michael_Gulick,5306.25,5306.25
David_Blazina,5584.37,5584.37
Carlos_DeLoach,5994.82,5994.82
George_Smith,6900.84,6900.84
H.G._Green,6949.04,6949.04
Jesse_Scott_Nelson,7934.25,7934.25
Craig_Zobel,10162.99,10162.99
Sophia_Lin,11147.38,11147.38
Anne_Marie_Dove,11937.36,11937.36
Thelma_Louise_Carter,13750.57,13750.57
Pat_Healy,17442.46 7203794.12 9901.81,2410379.46
Philip_Seymour_Hoffman,75592.1 2212367.68 739838.06 8319.86 9402.71 26841.06 610776.65 3.15 277974.91 10525.91 44904.69 257170.82 1771463.79 142251.74 197215.28 11251.0 403881.33,399987.1
Barry_Pepper,101854.94 152456.09 143320.91 1356964.37 14787.07 389816.06 88685.08 109400.39 198051.15 1065.62 784917.76,303756.31
Rosario_Dawson,125542.44 24161.05 264135.43 256067.47 449549.25 806019.77 123480.9 238993.51 26754.51 101267.11 137820.18 40267.53,216171.6
Tony_Siragusa,283692.44,283692.44
Levan_Uchaneishvili,347979.0 6293895.69 1289896.59,2643923.76
Misha_Kuznetsov,439695.36,439695.36
Isiah_Whitlock_Jr.,508817.73 6935998.9 372970.27,2605928.97
Michael_Genet,697278.87,697278.87
Patrice_O'Neal,743939.54 2614489.92,1679214.73
Al_Palagonia,998307.36,998307.36
Dania_Ramirez,1205257.68 238041.09 2459983.22 9516177.58,3354864.89
Larissa_Drekonja,1519468.03 7815815.2,4667641.62
Michole_Briana_White,2086181.82,2086181.82
Tony_Devon,2449770.28 1200403.52,1825086.9
Emile_Hirsch,141510.61 1320.53 517674.19 119682.41 41910.48 8704.06 71622.93 100034.44,125307.46
Marcia_Gay_Harden,204647.26 1495054.68 7867.19 0.01 641866.97 104552.31 1375414.25 117548.67,493368.92
Jena_Malone,341111.37 3023090.4 165602.33 151462.71 8885177.93 42.93 118698.92 3382.8 7935074.64,2291516.0
Brian_H._Dierker,473976.84 3524796.08,1999386.46
Catherine_Keener,535266.41 159191.84 261914.84 3909765.9 112567.71 496664.77 273052.51 2344292.27 749952.66 15254.05 12050.82 2009113.92 287781.63 1367361.21 5319.44 4698036.26 12.76,1013976.41
Hal_Holbrook,688011.29 19414.25 136628.73 746823.04 10475802.04 310958.07 47523.18 2170647.31 522463.89 603777.32,1572204.91
Thure_Lindhardt,858567.55,858567.55
Signe_Egholm_Olsen,981498.0,981498.0
Cheryl_Francis_Harrington,1009427.72,1009427.72
Robin_Mathews,1522047.13,1522047.13
